"student.no","program","stats.exp","stats.anx","expected.grade","cat.dog","aus.animal","height","video.games","introversion2","introversion5","introversion7","introversion8","introversion10","pre.mood","post.mood","support.1","support.2","support.3","support.4","support.5","stress.1","stress.2","stress.3","stress.4","stress.5","sleep1","sleep2","sleep3","sleep4","sleep5","sleep6","navigation1","navigation2","navigation3","navigation4","navigation5","navigation6","navigation7","navigation8","navigation9","navigation10","navigation11","pathogen1","pathogen2","pathogen3","pathogen4","pathogen5","pathogen6","pathogen7","exercise.attitude.1","exercise.attitude.2","exercise.attitude.3","exercise.attitude.4","exercise.attitude.5","exercise.intention.1","exercise.intention.2","exercise.intention.3","exercise.intention.4","exercise.intention.5","exercise.control.1","exercise.control.2","exercise.control.3","exercise.norms.1","exercise.norms.2","exercise.norms.3","exercise.norms.4","exercise.norms.5","exercise.behaviour.1","exercise.behaviour.2","exercise.behaviour.3","exercise.behaviour.4","exercise.behaviour.5","stars.1","stars.2","stars.3","stars.4","stars.5","stars.6","stars.7","stars.8","stars.9","stars.10","stars.11","stars.12","stars.13","stars.14","stars.15","stars.16","stars.17","stars.18","stars.19","stars.20","stars.21","stars.22","stars.23","stars.24","stars.25","stars.26","stars.27","stars.28","stars.29","stars.30","stars.31","stars.32","stars.33","stars.34","stars.35","stars.36","stars.37","stars.38","stars.39","stars.40","stars.41","stars.42","stars.43","stars.44","stars.45","stars.46","stars.47","stars.48","stars.49","stars.50","stars.51","rotation_time","rotation_response","ingroup1","ingroup2","ingroup3","ingroup4","outgroup1","outgroup2","outgroup3","outgroup4"
26898761,"Conversion MSc",6,1,86,"both","platypus",165,"Yes",2,4,5,2,4,46,76,3,4,6,6,5,2,1,4,3,2,4,4,5,5,5,5,5,3,5,2,3,5,1,5,3,1,1,5,0,0,4,1,3,1,7,4,5,6,4,5,1,5,4,2,4,2,2,5,1,5,5,6,0,1,0,0,1,1,2,4,1,1,1,1,1,1,1,1,1,2,1,1,4,1,3,5,1,1,1,4,3,3,1,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,1,3,2,1,1,1,1,8933.42,"C",5,5,5,5,5,5,5,5
27033051,"Conversion MSc",6,4,75,"dog","kangaroo",161,"No",1,1,1,1,2,71,82,2,2,7,2,6,2,3,3,2,4,1,1,5,5,5,5,5,4,4,2,1,3,4,6,1,3,5,5,1,3,6,6,3,4,7,7,1,7,7,7,5,5,7,7,0,0,3,7,4,7,1,7,0,0,0,0,0,4,5,5,4,1,3,3,3,3,4,2,5,4,2,2,5,4,4,4,5,4,4,2,2,2,5,2,3,2,3,1,3,3,1,3,3,3,4,1,3,1,2,3,3,3,3,3,3,5,2,2,15044.2999999762,"C",6,7,8,2,4,7,5,6
31951756,"Health MSc",4,9,55,"dog","koala",170,"No",4,4,3,2,3,41,57,4,6,6,5,5,3,3,4,3,3,3,3,5,5,5,5,2,1,1,1,2,1,2,3,2,3,2,4,5,5,6,4,4,2,6,4,7,7,2,1,1,2,4,4,4,2,2,4,2,4,6,4,1,3,0,0,3,5,3,5,4,2,3,5,5,3,5,4,4,5,3,5,5,3,5,5,4,5,4,5,3,5,2,2,3,1,1,5,2,4,5,3,4,5,5,3,5,2,2,4,4,5,4,4,4,3,3,5,6833.30000000298,"C",4,5,4,4,3,4,6,6
32365509,"Health MSc",5,6,75,"cat","koala",157,"Yes",2,3,2,2,3,72,73,5,6,7,7,5,2,3,4,1,3,2,2,3,3,4,4,4,4,4,4,4,5,6,6,6,6,5,4,4,5,6,6,4,3,4,5,5,6,4,5,4,5,5,4,2,3,3,3,4,4,4,4,2,3,3,1,3,4,4,3,3,4,3,4,3,4,3,3,3,5,3,2,2,2,3,2,4,3,4,2,3,4,3,3,2,1,1,4,1,2,3,2,4,3,2,5,2,2,2,3,4,3,2,3,5,2,2,3,12582.6,"C",7,8,7,6,5,6,7,5
32929028,"Conversion MSc",1,4,65,"both","wombat",176,"Yes",1,3,3,1,3,74,75,6,6,7,6,6,2,2,3,2,1,1,1,4,2,5,4,5,5,5,3,2,3,3,4,3,3,2,5,2,2,5,5,6,5,7,7,7,7,6,3,1,4,7,2,4,5,5,1,1,1,4,1,0,0,6,0,0,3,2,1,2,4,1,4,4,3,4,3,2,2,4,4,1,1,1,1,2,2,2,1,4,3,1,2,2,1,1,1,1,2,2,1,4,2,2,3,1,2,2,2,2,1,2,1,3,1,1,1,26718.2,"C",5,9,6,8,4,6,6,6
33521207,"Health MSc",5,5,51,"dog","koala",180,"No",3,3,2,2,3,66,64,7,7,6,5,7,2,2,3,2,2,2,2,2,2,3,3,4,4,3,3,3,4,4,3,5,5,4,5,3,3,4,4,4,4,7,6,4,6,6,4,4,4,4,4,3,3,3,4,4,4,4,4,3,5,0,0,3,4,3,4,4,4,4,4,5,3,5,4,4,4,3,5,3,3,3,3,3,3,4,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,2,2,3,19212.2,"C",6,6,5,5,4,5,6,6
34627519,"Health MSc",3,7,56,"both","koala",177.8,"Yes",2,4,1,2,2,72,100,7,7,7,6,7,2,2,3,2,4,2,2,4,3,4,4,5,4,3,2,1,2,2,2,5,1,2,6,3,2,5,6,6,5,4,3,6,7,6,5,5,5,6,7,4,4,4,5,2,5,7,6,2,0,0,0,0,5,3,4,4,5,4,5,5,3,4,5,3,4,4,4,4,3,4,5,4,4,3,2,3,4,2,2,1,1,1,3,1,1,3,1,3,2,3,3,1,1,2,2,1,1,1,1,4,1,1,3,9407,"A",6,6,7,6,4,7,6,7
35610341,"Conversion MSc",3,9,51,"cat","koala",145,"Yes",3,4,3,3,5,62,65,7,5,6,5,6,2,3,2,3,2,2,2,2,2,3,2,5,7,6,5,5,6,6,5,6,7,5,4,0,0,4,0,4,1,5,5,7,6,5,6,1,6,6,1,4,2,2,1,1,7,7,1,4,5,4,0,1,5,4,1,4,3,3,4,5,4,5,3,4,4,3,5,1,3,3,1,4,4,4,1,2,5,4,2,4,2,1,3,2,3,4,3,5,4,2,4,3,2,3,5,5,4,2,3,5,2,3,3,39332,"C",5,5,5,5,5,5,5,5
36170191,"Conversion MSc",3,6,66,"dog","echidna",167,"Yes",3,2,4,1,2,66,70,6,6,5,5,6,4,4,4,3,4,5,4,5,5,4,3,2,6,5,5,3,3,7,6,4,5,5,6,4,6,6,6,0,0,6,6,6,7,6,7,4,7,5,7,5,3,4,4,4,4,4,4,6,4,2,0,5,5,4,5,4,3,4,5,5,5,5,4,4,3,2,4,4,1,3,4,5,4,4,4,3,4,5,5,4,3,1,4,1,3,3,4,4,4,4,4,3,1,1,4,4,5,5,4,4,2,3,4,10225.1000000238,"C",6,5,7,7,3,4,7,7
36451821,"Conversion MSc",1,6,70,"dog","echidna",170.18,"Yes",1,1,2,3,1,74,71,7,7,7,7,7,1,2,2,2,2,1,1,2,3,4,4,3,3,3,3,3,3,3,1,2,3,2,5,1,1,5,3,6,3,5,4,4,7,7,3,4,5,5,7,5,4,4,4,4,4,4,4,0,2,0,0,0,4,3,1,3,2,2,4,5,1,3,3,3,5,4,2,1,2,3,1,2,2,2,1,3,4,2,2,2,2,1,3,1,2,3,3,4,3,3,4,2,2,2,1,2,2,1,1,3,1,2,1,17335.3,"B",5,5,5,5,5,5,5,5
36640224,"Health MSc",5,5,65,"cat","platypus",170,"No",2,4,3,2,4,57,59,6,6,5,3,6,1,2,3,3,3,3,1,4,3,5,5,4,4,2,4,4,5,4,2,5,3,3,6,1,5,6,6,3,4,5,6,4,7,6,7,5,7,7,7,6,4,6,1,3,5,5,2,0,1,1,4,0,5,5,4,3,4,3,4,4,3,4,3,5,4,3,3,4,3,3,4,3,3,4,3,3,3,2,2,2,2,3,2,2,2,2,2,2,4,3,3,2,1,2,4,2,3,3,3,3,3,3,3,14651,"B",7,7,3,5,1,5,5,2
39657253,"Other Research MSc",3,6,64,"dog","platypus",167,"Yes",3,3,3,2,3,51,53,5,6,3,3,7,3,3,3,4,3,5,5,5,4,5,5,4,5,3,5,3,4,4,3,5,4,5,2,1,3,4,4,4,1,4,4,5,4,5,4,4,6,6,4,3,3,3,4,4,5,4,4,3,3,1,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,2,4,4,3,3,3,3,3,2,2,3,1,2,2,3,2,2,2,3,3,4,3,3,3,3,3,3,3,3,3,3,2,3,2,2,2,5955,"A",6,6,5,5,4,6,6,6
40196356,"Health MSc",7,3,66,"cat","echidna",174,"Yes",2,1,1,2,2,66,87,7,6,7,6,7,2,1,2,1,3,1,1,1,1,2,2,7,6,7,6,5,6,7,5,6,7,7,4,2,1,4,1,3,6,7,7,5,7,6,5,4,7,7,1,4,4,2,3,6,5,7,2,0,6,2,6,6,3,1,5,1,3,1,2,2,1,4,3,1,3,1,4,3,1,2,2,1,2,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,10294.3999998569,"C",4,5,3,4,3,6,7,7
40456619,"Health MSc",5,8,65,"dog","kangaroo",164,"Yes",2,2,2,2,3,68,56,2,5,6,6,5,2,1,3,2,2,2,1,2,1,1,1,5,5,4,5,5,5,6,5,3,5,5,5,5,3,4,4,0,3,6,6,3,7,5,6,5,6,4,6,4,4,5,6,6,6,6,6,4,5,4,4,5,4,3,3,2,2,3,3,4,2,3,2,2,4,3,4,3,2,3,2,2,3,3,3,3,4,3,2,3,3,2,1,1,3,1,3,4,4,4,2,3,2,1,2,3,4,3,3,3,3,2,3,20490.8000000954,"B",6,8,7,6,3,6,5,4
41591952,"Health MSc",5,9,65,"both","kangaroo",168,"Yes",2,4,4,2,3,89,91,7,7,7,7,7,1,1,2,2,1,1,1,1,1,3,4,2,4,1,1,1,2,1,1,2,2,2,5,3,0,6,4,6,6,7,7,1,7,7,7,4,7,7,4,5,6,6,1,1,6,6,1,5,6,0,0,5,5,5,5,5,4,3,5,5,4,5,5,5,5,3,5,4,3,2,4,4,4,5,4,1,4,1,1,1,1,1,4,1,1,3,1,2,1,4,3,2,1,1,2,1,4,1,1,3,1,1,3,12769.5000000011,"A",4,9,5,7,1,7,7,4
41776223,"Conversion MSc",6,4,100,"both","platypus",154.94,"No",5,5,3,3,5,69,88,7,7,6,7,7,4,2,4,3,2,2,1,2,2,3,2,3,3,3,5,2,3,2,1,3,1,6,6,0,3,6,2,4,6,7,4,7,7,4,4,1,6,7,4,4,2,2,1,1,1,7,1,0,4,0,0,0,2,2,2,2,2,1,2,2,1,3,2,2,4,1,2,2,2,1,3,1,1,2,5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,20847.7,"C",6,8,8,6,3,7,8,6
43537168,"Other Research MSc",4,2,66,"dog","platypus",178,"Yes",1,1,4,3,5,68,76,7,7,6,6,7,4,3,4,2,4,1,1,1,1,1,2,6,6,6,5,7,6,5,3,6,5,6,5,0,1,5,4,6,6,7,4,6,6,5,1,1,3,3,4,5,2,5,7,6,7,6,5,4,1,0,1,0,5,2,5,2,3,1,3,4,1,2,2,1,3,1,2,4,3,1,2,1,1,1,1,1,3,1,1,1,1,1,2,1,1,1,1,2,3,5,5,1,1,1,3,1,1,1,1,4,1,1,4,4456.69999999702,"A",8,9,7,9,3,9,9,9
47649691,"Conversion MSc",5,4,93,"neither","kangaroo",170,"Yes",2,2,2,2,3,69,69,5,5,7,6,6,2,2,2,2,1,3,1,2,2,2,1,5,6,5,5,4,6,5,5,6,5,5,6,3,3,4,4,2,5,6,6,4,7,6,6,6,6,6,6,5,4,5,3,4,6,4,4,2,5,0,2,5,2,2,2,1,2,2,3,3,4,2,1,1,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,1,2,2,3,1,1,1,30008.657,"A",8,8,7,7,3,6,5,6
47726045,"Conversion MSc",3,7,70,"both","koala",163,"No",2,2,2,3,3,71,76,4,4,6,5,4,2,3,3,2,2,4,1,4,4,5,2,6,7,5,4,4,5,5,4,4,4,5,5,0,1,6,2,5,5,7,7,3,7,7,6,2,7,7,2,5,5,6,1,1,5,5,1,6,6,6,6,6,5,4,3,3,3,4,3,5,5,4,3,3,4,3,4,2,1,1,2,3,4,3,2,3,4,3,3,3,3,2,3,1,2,2,2,2,2,2,4,4,2,3,2,1,1,1,1,2,2,2,3,11490.7,"C",7,6,5,5,4,5,7,6
48382325,"Other Research MSc",2,7,60,"dog","kangaroo",169,"Yes",2,4,3,2,4,45,52,5,6,7,6,5,3,4,3,3,2,2,2,2,2,5,5,4,3,5,3,3,4,3,2,3,3,5,4,4,4,3,4,2,6,5,5,3,5,3,5,2,3,3,5,3,2,4,6,2,2,6,3,3,1,5,1,0,3,3,3,3,4,4,3,4,2,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,5,4,3,3,2,1,5,1,4,4,1,4,3,4,4,3,3,3,5,2,1,2,2,4,3,3,5,15091,"C",6,8,7,7,4,6,8,7
49342487,"Health MSc",2,8,60,"both","koala",165.1,"Yes",1,2,2,3,1,69,85,6,6,6,6,6,3,4,4,4,2,1,1,1,1,4,4,6,5,2,5,6,5,5,5,5,2,2,6,2,5,6,6,3,6,5,5,7,6,3,5,6,5,6,5,1,1,1,2,5,5,5,1,0,6,6,0,3,5,3,3,4,4,4,2,5,4,5,5,5,5,5,5,3,4,5,4,4,5,5,4,4,5,1,4,1,1,1,5,1,2,4,1,4,4,4,4,2,1,1,2,1,1,1,1,4,1,1,5,7193.30000000894,"A",8,8,2,6,4,5,8,8
51056476,"Conversion MSc",1,8,50,"neither","platypus",166,"No",3,2,5,4,2,71,79,6,6,5,6,6,3,2,3,2,2,2,1,5,4,3,3,1,3,6,3,6,5,5,4,3,5,1,6,0,0,5,3,6,4,7,7,1,7,5,6,4,6,7,4,4,3,3,3,2,3,7,4,0,4,0,1,4,4,2,3,1,5,3,5,4,4,5,2,4,4,5,5,3,1,3,4,4,3,5,2,4,3,4,1,4,1,1,2,1,2,1,1,2,3,2,2,3,1,2,4,1,3,3,1,3,3,3,2,12562,"A",7,7,4,4,3,6,8,5
51085175,"Conversion MSc",4,8,100,"cat","koala",170,"Yes",2,2,5,3,2,53,52,4,5,6,5,5,2,3,2,2,2,5,4,5,4,5,4,4,4,4,4,4,5,4,4,5,4,4,3,3,4,5,6,1,4,7,7,7,7,7,5,5,5,5,4,6,3,6,5,5,7,7,3,4,6,6,3,4,4,3,4,4,1,2,3,3,3,4,3,4,4,3,4,4,1,1,2,3,4,4,3,4,4,2,1,1,1,1,3,1,1,2,1,2,2,2,3,1,1,1,2,2,2,3,3,3,2,1,3,24557,"B",5,9,6,9,6,2,5,4
51364894,"Conversion MSc",1,7,60,"cat","platypus",160,"No",4,4,4,2,4,15,87,3,6,7,7,5,4,4,4,4,4,4,2,5,4,5,5,5,3,1,1,1,5,2,2,1,2,5,6,0,1,5,1,2,1,7,7,7,7,7,7,4,7,6,6,6,6,6,3,3,5,7,1,6,6,1,2,4,5,4,5,2,3,3,4,5,4,5,4,2,5,5,5,5,3,5,5,5,5,4,4,2,5,2,1,1,1,1,2,1,2,2,2,4,3,5,3,3,2,1,2,4,4,2,1,4,2,2,2,5623.80000000028,"C",7,9,7,7,4,7,7,7
52286244,"Conversion MSc",5,2,90,"neither","echidna",187,"Yes",2,2,3,2,2,78,81,6,7,7,7,6,2,1,2,2,0,2,1,3,2,3,4,6,5,5,5,4,6,5,5,7,6,4,5,2,2,1,3,4,5,7,6,6,7,5,6,3,6,6,6,5,4,3,3,2,5,5,1,2,6,3,3,5,3,1,2,1,3,1,1,2,1,3,1,1,3,2,1,1,1,2,3,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,1,2,1,1,1,13991.9000000238,"C",6,9,4,8,5,7,7,8
54742413,"Conversion MSc",1,8,68,"dog","koala",149,"Yes",2,4,2,4,4,74,74,7,7,6,6,7,2,2,3,3,2,1,1,2,2,4,5,6,6,4,2,2,2,3,2,3,5,4,5,0,2,5,4,3,5,4,3,4,7,2,2,2,5,5,1,6,6,2,5,1,5,5,1,0,3,0,0,0,5,3,3,4,3,1,4,5,1,4,3,4,3,4,3,2,1,3,4,3,1,4,5,2,3,2,1,1,1,1,2,1,1,4,3,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,11225,"B",4,8,7,8,5,8,4,6
55122114,"Other Research MSc",2,9,88,"both","wombat",165.1,"Yes",1,2,2,2,1,74,82,7,7,7,7,7,2,2,2,2,1,4,2,2,4,4,2,7,6,5,5,6,6,5,5,6,5,5,6,4,4,5,6,6,4,6,4,4,6,4,5,3,6,6,6,6,1,3,4,2,5,6,4,0,6,0,0,0,5,4,1,3,3,2,4,5,3,5,4,3,4,3,5,1,2,3,3,3,2,5,3,2,4,3,1,2,1,1,3,1,1,2,1,4,3,1,2,4,1,2,1,2,2,1,1,2,1,2,1,17584.5,"C",7,9,7,8,5,8,5,6
58532558,"Health MSc",4,3,64,"both","platypus",158,"Yes",2,2,3,2,3,64,100,4,5,6,4,4,2,3,3,3,3,2,2,2,2,2,3,5,4,5,5,5,3,2,1,3,3,4,4,2,3,5,4,5,4,5,5,6,7,4,4,4,5,4,4,4,1,1,4,4,4,4,1,0,2,0,0,0,4,2,4,2,2,1,4,5,3,5,3,3,4,3,5,3,2,4,3,3,1,3,2,3,3,2,1,2,2,3,2,1,3,4,1,2,4,1,2,3,1,1,2,2,2,2,2,3,1,2,1,4035,"B",6,6,4,5,4,4,4,6
58563802,"Other Research MSc",1,9,25,"dog","echidna",170,"No",4,5,5,5,4,0,0,1,1,1,1,1,3,4,4,4,4,5,5,5,5,4,1,5,4,3,4,4,5,5,5,5,5,5,6,4,3,4,4,0,0,7,5,7,6,2,2,2,3,2,2,0,0,0,1,1,1,1,1,0,6,0,0,3,5,3,5,5,3,2,5,5,1,5,5,5,4,5,4,5,1,3,5,3,5,3,5,1,3,4,3,3,2,2,1,2,2,1,1,2,4,4,3,4,1,3,3,4,3,2,2,3,2,3,4,9229.50000000001,"C",2,4,4,3,2,4,4,4
59128271,"Health MSc",7,2,67,"cat","echidna",176,"Yes",1,1,3,2,2,33,52,5,2,3,2,5,1,3,4,1,1,4,3,4,1,1,2,5,4,5,5,4,5,4,5,3,7,5,4,1,2,6,2,6,1,2,4,3,6,7,6,5,4,2,4,3,2,1,4,6,7,4,4,5,4,5,6,5,5,3,5,3,3,2,4,5,2,5,3,2,3,2,5,5,2,3,5,4,5,4,4,5,5,1,2,4,1,1,5,1,1,1,1,4,4,5,5,2,2,1,4,3,1,2,2,4,2,2,4,32385.1,"B",5,8,2,8,1,4,5,5
59350623,"Conversion MSc",1,9,60,"dog","platypus",165,"No",2,4,4,2,4,50,58,7,6,5,3,7,2,3,4,3,3,2,1,5,2,5,5,1,1,1,1,1,1,2,1,7,2,1,5,0,3,2,3,5,6,7,6,1,7,4,7,4,4,7,7,4,5,6,1,1,1,7,1,6,0,6,0,0,5,4,5,5,5,4,5,5,3,5,5,5,5,4,5,4,1,4,4,5,5,3,3,4,5,3,2,3,1,1,5,1,4,5,1,5,5,5,3,4,1,1,3,5,4,3,3,4,3,3,5,26810,"C",7,9,2,9,2,5,4,9
59491263,"Conversion MSc",1,6,55,"neither","platypus",125,"No",2,4,2,2,3,56,56,6,6,6,6,7,2,2,2,2,1,1,1,4,2,4,4,6,6,5,6,6,6,5,5,6,6,6,3,1,2,0,2,2,3,6,5,3,6,4,1,1,6,7,4,2,4,2,1,1,5,6,4,4,2,3,0,5,3,2,2,3,3,2,3,3,1,3,3,3,2,3,3,1,2,1,2,3,3,3,2,3,2,1,1,3,1,3,2,1,1,3,1,3,1,3,3,2,1,1,2,2,1,2,1,3,1,1,3,24165,"A",7,8,6,6,5,7,7,7
60352406,"Health MSc",5,7,65,"dog","platypus",177,"Yes",3,3,2,2,4,73,70,6,6,6,5,7,2,1,2,2,1,4,4,3,2,4,2,5,5,4,3,3,3,4,4,5,4,5,3,3,3,3,4,5,2,4,5,4,6,3,6,6,6,3,7,3,2,2,5,5,5,2,6,0,4,0,0,2,4,3,4,3,3,2,3,5,3,4,3,2,4,2,5,3,1,1,2,2,3,4,2,3,4,2,2,2,1,1,2,1,1,2,1,1,1,2,1,2,1,1,1,2,2,1,1,3,3,2,2,13616,"C",5,6,3,6,7,6,5,5
